Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Space	GPE	"""Are you so sure we can move freely in Space? Right and left we can go, backward and"	19	Space, 525 E Acequia Ave, Visalia, CA, 93292, USA	POI	Sports Center	525 E Acequia Ave	Acequia	525	Visalia	Tulare County	California	United States	USA	-119.28699999999998	36.32923000000005	100	
china	GPE	judgment with him was like furnishing a nursery with eggshell china. So I don't think any of us said	78	China	Locality	Country							China	CHN	103.93002703300004	36.567348398000036	100	
Tübingen	GPE	. He said he had seen a similar thing at Tübingen, and laid considerable stress on the blowing-out	78	Tübingen, Baden-Württemberg, DEU	Locality	City				Tübingen	Tübingen	Baden-Württemberg	Deutschland	DEU	9.049130000000048	48.520350000000064	100	
Richmond	GPE	The next Thursday I went again to Richmond— I suppose I was one of the Time Traveller	79	Richmond, CA, USA	Locality	City				Richmond	Contra Costa County	California	United States	USA	-122.34292999999997	37.93784000000005	100	
Dresden	GPE	their features, I saw some further peculiarities in their Dresden china type of prettiness. Their hair, which was	117	Dresden, Sachsen, DEU	Locality	City				Dresden	Dresden	Sachsen	Deutschland	DEU	13.740810000000067	51.053630000000055	100	
china	GPE	features, I saw some further peculiarities in their Dresden china type of prettiness. Their hair, which was uniformly	117	China	Locality	Country							China	CHN	103.93002703300004	36.567348398000036	100	
Thames	GPE	purple and crimson. Below was the valley of the Thames, in which the river lay like a band of	136	Thames, Adolfo Alsina, Buenos Aires, ARG	Locality	City				Thames	Adolfo Alsina	Buenos Aires	Argentina	ARG	-63.294779999999946	-36.92563999999993	100	
London	GPE	realities as I found here. Conceive the tale of London which a negro, fresh from Central Africa, would	164	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Central Africa	GPE	the tale of London which a negro, fresh from Central Africa, would take back to his tribe! What would	164	Central Africa	Locality	Zone									24.69727000000006	-2.021069999999952	100	
Kentucky	GPE	largely in the dark—the white fish of the Kentucky caves, for instance. Then, those large eyes	182	Kentucky, USA	Locality	State or Province						Kentucky	United States	USA	-85.28762006799997	37.527232524000055	100	
London	GPE	purposes of civilization; there is the Metropolitan Railway in London, for instance, there are new electric railways,	184	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	considerable portions of the surface of the land. About London, for instance, perhaps half the prettier country is	185	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
daylit	GPE	innumerable generations, had come at last to find the daylit surface intolerable. And the Morlocks made their garments,	202	Daylite, Schüracherstrasse 39, 8700, Küsnacht, Zürich, CHE	POI	School	Schüracherstrasse 39	Schüracher	39	Küsnacht	Meilen	Zürich	Schweiz	CHE	8.600900000000024	47.32947000000007	85.71	
Thames	GPE	I wandered during the afternoon along the valley of the Thames, but found nothing that commended itself to my mind	204	Thames, Adolfo Alsina, Buenos Aires, ARG	Locality	City				Thames	Adolfo Alsina	Buenos Aires	Argentina	ARG	-63.294779999999946	-36.92563999999993	100	
Wimbledon	GPE	the world and we proceeded over the hill crest towards Wimbledon, Weena grew tired and wanted to return to the	207	Wimbledon, New South Wales, AUS	Locality	City				Wimbledon		New South Wales	Australia	AUS	149.42968000000008	-33.54597999999993	100	
South Kensington	GPE	we stood among the ruins of some latter-day South Kensington! Here, apparently, was the Palæontological Section,	219	South Kensington, Kensington and Chelsea, Greater London, England, GBR	Locality	District				Kensington and Chelsea	Greater London	England	United Kingdom	GBR	-0.18137034299996913	51.492758423000055	100	
London	GPE	was a pit like the 'area' of a London house before each, and only a narrow line of	222	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Eureka	GPE	tight case, two dynamite cartridges! I shouted 'Eureka,' and smashed the case with joy. Then	228	Eureka, CA, USA	Locality	City				Eureka	Humboldt County	California	United States	USA	-124.15952999999996	40.803270000000055	100	
antennæ	GPE	and uncertainly, its big claws swaying, its long antennæ, like carters' whips, waving and feeling,	265	Antenne, Masi-Manimba, Kwilu, COD	Locality	Village				Masi-Manimba	Kwilu	Kwilu	République Dém. du Congo	COD	17.819990000000075	-4.938229999999976	87.5	
the red beach	GPE	for the crawling multitude of crabs had disappeared, and the red beach, save for its livid green liverworts and lichens,	268	Red Beach, Calais, ME, USA	Locality	Village				Calais	Washington County	Maine	United States	USA	-67.17571999999996	45.15400000000005	99.95	
Mr.—gone	GPE	"other. Then ideas began to come. ""Has Mr.—gone out that way?"" said I."	302															nothing found
